Stim,Bard,Bard 0 or 1,Bard Continuous,GPT-3.5,GPT-3.5 0 or 1,GPT-3.5 Continuous,GPT-4,GPT-4 0 or 1,GPT-4 Continuous,Class,Humans Continuous,SD,N,EAT,USF,Both,LSA,Numletts,Gfrqs,Log_gfrqs,W1frq,W2frq,Wordfrq_sum,Logw1frq,Logw2frq,Logwordfrq_sum,pairs,Word2Vec,GloVe,Taxonomic
the stream bed.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3,1,1.61,1.57,28,0,0,0,0.13,9,39976,4.6,673,4376,5049,2.83,3.64,6.47,stream bed,0.157197722,0.299324178,0.482104045
the stream blood.,Nonsense,0,1,Makes Sense,1,2,Nonsense,0,1,-1,0.7,0.95,27,0.01,0,0,0.1,11,98,2,673,2536,3209,2.83,3.4,6.23,stream blood,0.159409724,0.294398886,0.434888003
the stream mountain.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,3,-1,1.18,1.28,28,0,0,0,0.31,14,64,1.81,673,829,1502,2.83,2.92,5.75,stream mountain,0.181382133,0.324112001,0.464798336
the stream sunshine.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3,-1,0.86,1.21,28,0,0,0,0.2,14,0,0,673,302,975,2.83,2.48,5.31,stream sunshine,0.155352472,0.246655238,0.390091403
the street automobile.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,-1,2.32,1.44,28,0,0,0,0.1,16,784,2.89,4546,262,4808,3.66,2.42,6.08,street automobile,0.148745484,0.166159924,0.167068556
the street bike.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3,1,3,1.39,28,0,0,0,0.3,10,32986,4.52,4546,153,4699,3.66,2.18,5.84,street bike,0.331170693,0.202837656,0.283038139
the street car.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3,1,3.86,0.45,28,0.06,0.077,0.07,0.2,9,75970,4.88,4546,4944,9490,3.66,3.69,7.35,street car,0.331412386,0.300168202,0.299836228
the street clothes.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,1,3.89,0.31,28,0,0,0,0.18,13,47550,4.68,4546,2225,6771,3.66,3.35,7,street clothes,0.294589827,0.189281364,0.180641039
the street cop.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3,1,3.82,0.39,28,0,0,0,0.46,9,7766,3.89,4546,155,4701,3.66,2.19,5.85,street cop,0.262097608,0.180771475,0.16359581
the street engine.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,1,1,1.57,1.23,28,0,0,0,0.03,12,1780,3.25,4546,788,5334,3.66,2.9,6.55,street engine,0.067253333,0.159852066,0.174705322
the street phone.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1,1,3.11,1.23,28,0,0,0,0.2,11,676,2.83,4546,1414,5960,3.66,3.15,6.81,street phone,0.148932339,0.180268203,0.260264033
the sugar blood.,Nonsense,0,1,Nonsense,0,2,Nonsense,0,1,-1,0.96,1.2,28,0,0,0,0.12,10,2654,3.42,976,2536,3512,2.99,3.4,6.39,sugar blood,0.202796811,0.241867841,0.503155556
the sugar bowl.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.86,0.44,29,0.01,0,0,0.28,9,65527,4.82,976,525,1501,2.99,2.72,5.71,sugar bowl,0.194170792,0.38639328,0.283056096
the sugar corn.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,-1,1.43,1.57,28,0,0,0,0.23,9,879,2.94,976,445,1421,2.99,2.65,5.64,sugar corn,0.483945864,0.564550427,0.779633811
the sugar milk.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,-1,1.86,1.46,29,0.02,0,0.01,0.36,9,1901,3.28,976,1868,2844,2.99,3.27,6.26,sugar milk,0.538731716,0.552799359,0.880224598
the sugar pill.,Nonsense,0,1,Makes Sense,1,3,Makes Sense,1,4,1,3.55,1.02,29,0,0,0,0.04,9,18637,4.27,976,233,1209,2.99,2.37,5.36,sugar pill,0.337702512,0.28831884,0.451644998
the sugar plant.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,1,3.21,1.29,29,0,0,0,0.15,10,4353,3.64,976,1302,2278,2.99,3.11,6.1,sugar plant,0.167044203,0.215553842,0.284243103
the sugar plum.,Nonsense,0,4,Makes Sense,1,3,Makes Sense,1,4,1,3.38,1.18,29,0,0,0,0.09,9,9760,3.99,976,52,1028,2.99,1.72,4.71,sugar plum,0.228636162,0.318716386,0.683320921
the sugar water.,Nonsense,0,1,Makes Sense,1,3,Makes Sense,1,3,1,3.59,0.91,29,0,0,0,0.2,10,32303,4.51,976,7749,8725,2.99,3.89,6.88,sugar water,0.265410471,0.336714171,0.493693984
the summer beach.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.1,1.26,29,0.02,0.071,0.05,0.26,11,15472,4.19,2165,1060,3225,3.34,3.03,6.36,summer beach,0.221693392,0.342935928,0.23493196
the summer beard.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1,1,1.72,1.46,29,0,0,0,0.15,11,64,1.81,2165,397,2562,3.34,2.6,5.93,summer beard,0.045585635,0.096040471,0.145194895
the summer bike.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,1,2.45,1.35,29,0,0,0,0.14,10,1376,3.14,2165,153,2318,3.34,2.18,5.52,summer bike,0.153503172,0.244503524,0.162258007
the summer building.,Makes Sense,1,3,Nonsense,0,3,Nonsense,0,1,1,2.62,1.5,29,0,0,0,0.16,14,1683,3.23,2165,2854,5019,3.34,3.46,6.79,summer building,0.089503284,0.208359226,0.156688837
the summer clothes.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.86,0.44,29,0,0,0,0.24,13,26377,4.42,2165,2225,4390,3.34,3.35,6.68,summer clothes,0.143894994,0.254038514,0.159292186
the summer dress.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,4,0,29,0,0,0,0.18,11,40079,4.6,2165,1516,3681,3.34,3.18,6.52,summer dress,0.094827108,0.213653102,0.126392332
the summer hay.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,1,2.41,1.4,29,0,0,0,0.3,9,762,2.88,2165,266,2431,3.34,2.42,5.76,summer hay,0.15076423,0.140326727,0.153933787
the summer holiday.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.82,0.61,28,0.02,0,0.01,0.31,13,102524,5.01,2165,1036,3201,3.34,3.02,6.35,summer holiday,0.401642591,0.494421353,0.473477331
the summer home.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3,1,3.9,0.31,29,0,0,0,0.28,10,76764,4.89,2165,8831,10996,3.34,3.95,7.28,summer home,0.164345836,0.401875167,0.20810414
the summer house.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,3.86,0.74,29,0.01,0,0,0.23,11,43247,4.64,2165,8601,10766,3.34,3.93,7.27,summer house,0.139756853,0.368727274,0.178386813
the summer hurricane.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3,-1,3.21,1.05,29,0,0,0,0.11,15,500,2.7,2165,64,2229,3.34,1.81,5.14,summer hurricane,0.153407998,0.213862989,0.275348618
the summer ocean.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,2.48,1.4,29,0,0,0,0.12,11,646,2.81,2165,436,2601,3.34,2.64,5.97,summer ocean,0.112473409,0.266174016,0.308873377
the summer rain.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,4,1,3.72,1.03,29,0.02,0,0.01,0.26,10,51143,4.71,2165,1279,3444,3.34,3.11,6.44,summer rain,0.147382133,0.298879409,0.339038756
the summer rose.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,1,3.28,1.22,29,0,0,0,0.2,10,1741,3.24,2165,1356,3521,3.34,3.13,6.47,summer rose,0.065126293,0.168518892,0.193389866
the summer sky.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.93,0.26,29,0,0,0,0.19,9,20262,4.31,2165,1380,3545,3.34,3.14,6.48,summer sky,0.156152532,0.272067695,0.313976975
the summer sun.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.83,0.54,29,0.12,0.121,0.12,0.34,9,96518,4.98,2165,2689,4854,3.34,3.43,6.77,summer sun,0.253006059,0.300897023,0.298607913
the sun autumn.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2,-1,0.96,1.17,28,0,0,0,0.16,9,0,0,2689,605,3294,3.43,2.78,6.21,sun autumn,0.216794657,0.349217015,0.367451163
the sun dress.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.71,0.94,28,0,0,0,0.1,8,12746,4.11,2689,1516,4205,3.43,3.18,6.61,sun dress,0.113548696,0.150079604,0.253106024
the sun pool.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2,-1,1.25,1.24,28,0,0,0,0.14,7,701,2.85,2689,620,3309,3.43,2.79,6.22,sun pool,0.193715897,0.192179091,0.419497066
the sun rose.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,2,1,2.45,1.62,29,0,0,0,0.26,7,66377,4.82,2689,1356,4045,3.43,3.13,6.56,sun rose,0.049802282,0.241192736,0.460349824
the sun screen.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.93,0.37,29,0,0,0,0.02,9,32303,4.51,2689,518,3207,3.43,2.71,6.14,sun screen,0.178535387,0.205476111,0.348306643
the sun summer.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,-1,1.29,1.33,28,0,0,0,0.34,9,607,2.78,2689,2165,4854,3.43,3.34,6.77,sun summer,0.253006059,0.300897023,0.298607913
the sun winter.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2,-1,0.54,0.79,28,0,0,0,0.24,9,401,2.6,2689,1423,4112,3.43,3.15,6.58,sun winter,0.333183624,0.288804633,0.407022677
the sunlight winter.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1,-1,0.86,1.08,28,,,,0.21,14,0,0,392,1423,1815,2.59,3.15,5.75,sunlight winter,0.258628369,0.269287955,0.401805872
the sunset beach.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,-1,2.68,1.31,28,,0.09,0.09,0.27,11,27922,4.45,165,1060,1225,2.22,3.03,5.24,sunset beach,0.381495277,0.407017635,0.438946214
the sunset mountain.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,-1,1.5,1.29,28,,0,0,0.16,14,293,2.47,165,829,994,2.22,2.92,5.14,sunset mountain,0.245953577,0.246026039,0.352089821
the sunshine stream.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,3,1,1.93,1.6,29,0,0,0,0.2,14,112,2.05,302,673,975,2.48,2.83,5.31,sunshine stream,0.155352472,0.246655238,0.390091403
the surf ocean.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,4,-1,1,0.94,28,,0.085,0.08,0.25,9,242,2.39,113,436,549,2.05,2.64,4.69,surf ocean,0.392803426,0.387302621,0.395833676
the surgeon heart.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,3,-1,1.76,1.35,29,0.01,0,0,0.25,12,198,2.3,146,2597,2743,2.16,3.41,5.58,surgeon heart,0.25330608,0.423830467,0.162029993
the surgeon hospital.,Makes Sense,1,3,Makes Sense,1,4,Nonsense,0,3,-1,2.04,1.45,28,0.03,0.016,0.02,0.7,15,150,2.18,146,1884,2030,2.16,3.28,5.44,surgeon hospital,0.442022443,0.476172059,0.31086491
the surgeon jaw.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,4,-1,0.9,1.18,29,0,0,0,0.1,10,0,0,146,222,368,2.16,2.35,4.51,surgeon jaw,0.273998022,0.219721357,0.159999032
the swan dress.,Nonsense,0,4,Makes Sense,1,2,Nonsense,0,2,1,1.9,1.61,29,0,0,0,0.17,9,1652,3.22,92,1516,1608,1.96,3.18,5.14,swan dress,0.223747036,0.15076035,0.239432303
the swimming ocean.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3,-1,1.64,1.19,28,,,,0.24,13,437,2.64,490,436,926,2.69,2.64,5.33,swimming ocean,0.321394286,0.304204413,0.233076946
the swimming pool.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,4,0,28,,,,0.61,12,3414040,6.53,490,620,1110,2.69,2.79,5.48,swimming pool,0.474544906,0.600836623,0.48838968
the swimming rat.,Nonsense,0,2,Nonsense,0,1,Nonsense,0,2,-1,3.07,1.25,28,,,,0.13,11,131,2.12,490,156,646,2.69,2.19,4.88,swimming rat,0.139009997,0.107834072,0.255048471
the swimming whale.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,2,-1,3.46,1.2,28,,,,0.3,13,238,2.38,490,104,594,2.69,2.02,4.71,swimming whale,0.265126006,0.254765802,0.364819167
the sword arm.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,3,1,1.36,1.57,28,0.01,0,0,0.22,8,7945,3.9,237,1896,2133,2.37,3.28,5.65,sword arm,0.264001999,0.297774675,0.5398115
the sword cane.,Nonsense,0,3,Nonsense,0,1,Makes Sense,1,1,1,0.79,1.26,28,0,0,0,0.15,9,3280,3.52,237,177,414,2.37,2.25,4.62,sword cane,0.343529572,0.172529115,0.606389094
the sword school.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,1,1.79,1.64,28,0,0,0,0.01,11,795,2.9,237,6984,7221,2.37,3.84,6.22,sword school,-0.013693268,0.038838298,0.099657334
the tape duck.,Makes Sense,1,1,Makes Sense,1,2,Nonsense,0,2,-1,0.83,1.04,29,0,0,0,0.07,8,158,2.2,508,174,682,2.71,2.24,4.95,tape duck,0.079803169,0.194285786,0.363111061
the tape library.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2,1,1.39,1.37,28,0,0,0,0.09,11,114981,5.06,508,942,1450,2.71,2.97,5.68,tape library,0.156097848,0.158108044,0.25262194
the tape police.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1,-1,0.68,0.9,28,0,0,0,0.12,10,394,2.6,508,3770,4278,2.71,3.58,6.28,tape police,0.195422128,0.268970796,0.287813231
the taxi cab.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.93,0.38,28,0.3,0.537,0.42,0.57,7,49995,4.7,529,178,707,2.72,2.25,4.97,taxi cab,0.751055834,0.649117535,0.749347714
the taxi home.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,2,1,1.57,1.6,28,0.01,0,0,0.22,8,11196,4.05,529,8831,9360,2.72,3.95,6.67,taxi home,0.120100037,0.164332464,0.321229175
the taxi river.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1,-1,0.62,1.05,29,0,0,0,-0.01,9,0,0,529,1938,2467,2.72,3.29,6.01,taxi river,0.171468087,0.080379146,0.161648359
the tea bag.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,4,0,29,0.01,0.087,0.05,0.23,6,71694,4.86,1589,1122,2711,3.2,3.05,6.25,tea bag,0.129420429,0.261669494,0.416324688
the tea coffee.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2,-1,1.07,1.13,29,0.18,0.369,0.27,0.55,9,10821,4.03,1589,1644,3233,3.2,3.22,6.42,tea coffee,0.563529216,0.669211127,0.965142913
the tea pot.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4,1,4,0,29,0.06,0.013,0.04,0.31,6,62966,4.8,1589,416,2005,3.2,2.62,5.82,tea pot,0.29273295,0.324160901,0.548002395
the tea tree.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,2.1,1.82,29,0,0,0,0.09,7,146220,5.17,1589,1293,2882,3.2,3.11,6.31,tea tree,0.228678665,0.336003389,0.34786113
the teeth baby.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,-1,1.21,1.21,29,0,0,0,0.19,9,413,2.62,1396,3281,4677,3.14,3.52,6.66,teeth baby,0.202177707,0.313774221,0.375739075
the teeth gold.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1,-1,0.93,0.96,29,0,0,0,0.04,9,129,2.11,1396,1575,2971,3.14,3.2,6.34,teeth gold,0.116372662,0.148924705,0.257984363
the teeth jaw.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,-1,0.48,0.78,29,0.01,0,0,0.85,8,211,2.33,1396,222,1618,3.14,2.35,5.49,teeth jaw,0.511393188,0.599237656,0.334819639
the teeth milk.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1,-1,0.52,0.83,29,0,0,0,0.1,9,52,1.72,1396,1868,3264,3.14,3.27,6.42,teeth milk,0.092320802,0.218993161,0.220423378
the teeth wolf.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1,-1,0.89,1.19,27,0,0,0,0.1,9,0,0,1396,119,1515,3.14,2.08,5.22,teeth wolf,0.133290616,0.184661259,0.42395286
the teeth zipper.,Nonsense,0,1,Nonsense,0,3,Nonsense,0,1,-1,0.97,1.27,29,0,0,0,0.04,11,0,0,1396,24,1420,3.14,1.38,4.53,teeth zipper,0.230624023,0.226168462,0.463074521
the telephone book.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4,1,4,0,29,0,0.021,0.01,0.12,13,92816,4.97,1810,4932,6742,3.26,3.69,6.95,telephone book,0.105379511,0.158251132,0.320942851
the telephone guy.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,1,3.55,1.02,29,0,0,0,0.12,12,387,2.59,1810,465,2275,3.26,2.67,5.93,telephone guy,0.037676683,0.180838969,0.180269294
the telephone home.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,-1,1.04,1.14,28,0,0,0,0.2,13,1446,3.16,1810,8831,10641,3.26,3.95,7.2,telephone home,0.204173048,0.325348734,0.248225571
the telephone house.,Makes Sense,1,3,Nonsense,0,2,Nonsense,0,1,-1,1.24,1.18,29,0,0,0,0.07,14,308,2.49,1810,8601,10411,3.26,3.93,7.19,telephone house,0.171294907,0.261469439,0.351692559
the telephone log.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,1,2.72,1.46,29,0,0,0,0.05,12,2529,3.4,1810,134,1944,3.26,2.13,5.38,telephone log,0.16501246,0.209213757,0.454782165
the telephone police.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2,-1,1.18,1.36,28,0,0,0,0.22,15,223,2.35,1810,3770,5580,3.26,3.58,6.83,telephone police,0.208863623,0.305422381,0.361209977
the television bedroom.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,-1,1.11,1.34,28,0,0,0,0.05,17,52,1.72,2033,1000,3033,3.31,3,6.31,television bedroom,0.151502728,0.146318106,0.182982456
the television breakfast.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,-1,1.11,1.4,28,0,0,0,0.06,19,138,2.14,2033,1008,3041,3.31,3,6.31,television breakfast,0.199739376,0.295012518,0.255840147
the television chef.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,3.28,1.33,29,0,0,0,0,14,2747,3.44,2033,48,2081,3.31,1.68,4.99,television chef,0.092905933,0.19920021,0.244752356
the television dollar.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1,-1,0.41,0.63,29,0,0,0,0.05,16,47,1.68,2033,263,2296,3.31,2.42,5.73,television dollar,0.127481403,0.150651121,0.107800492
the television holiday.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,-1,0.96,1.14,28,0,0,0,0.08,17,826,2.92,2033,1036,3069,3.31,3.02,6.32,television holiday,0.100803782,0.174591165,0.32789003
the television home.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,2,-1,1.14,1.15,28,0,0,0,0.15,14,7463,3.87,2033,8831,10864,3.31,3.95,7.25,television home,0.145571601,0.3266252,0.202504613
the television picture.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3,1,3.69,0.71,29,0.03,0.021,0.03,0.16,17,12216,4.09,2033,1905,3938,3.31,3.28,6.59,television picture,0.181679446,0.385077495,0.2521305
the television soap.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,1,1.76,1.55,29,0,0,0,0.12,14,9445,3.98,2033,367,2400,3.31,2.56,5.87,television soap,0.309223843,0.453401132,0.483910928
the television star.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,3,1,3.59,1.15,29,0,0,0,0.04,14,19483,4.29,2033,952,2985,3.31,2.98,6.29,television star,0.224765135,0.359695244,0.205457924
the tennis ball.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,4,0,28,0.21,0.307,0.26,0.55,10,137590,5.14,398,1664,2062,2.6,3.22,5.82,tennis ball,0.271169901,0.276669032,0.31460228
the tennis bracelet.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.5,0.92,28,0,0,0,0.16,14,61081,4.79,398,65,463,2.6,1.81,4.41,tennis bracelet,0.12881528,0.165666587,0.161403673
the tennis diamond.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,-1,0.54,1,28,0,0,0,0.16,13,592,2.77,398,140,538,2.6,2.15,4.75,tennis diamond,0.194783914,0.230449276,0.309699827
the tennis dress.,Nonsense,0,3,Makes Sense,1,2,Makes Sense,1,3,1,3.39,1.03,28,0,0,0,0.24,11,4776,3.68,398,1516,1914,2.6,3.18,5.78,tennis dress,0.106946848,0.159283299,0.141092766
the tennis queen.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,1,2.82,1.19,28,0,0,0,0.09,11,603,2.78,398,889,1287,2.6,2.95,5.55,tennis queen,0.18176271,0.200735271,0.197433305
the tennis shoe.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.93,0.38,28,0,0,0,0.21,10,67271,4.83,398,253,651,2.6,2.4,5,tennis shoe,0.236606828,0.20643289,0.27289499
the tennis star.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,4,1,4,0,28,0.01,0,0,0.11,10,47232,4.67,398,952,1350,2.6,2.98,5.58,tennis star,0.150417149,0.279164369,0.158340697
the tent orange.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,0.61,0.96,28,0,0,0,0.17,10,54,1.74,657,495,1152,2.82,2.69,5.51,tent orange,0.128859039,0.166179017,0.221036708
the tent pup.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,3,-1,0.43,0.79,28,0,0.041,0.02,0.22,7,0,0,657,16,673,2.82,1.2,4.02,tent pup,0.119110782,0.335671886,0.349741696
the tent umbrella.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2,-1,1.46,1.4,28,0,0,0,0.15,12,0,0,657,203,860,2.82,2.31,5.13,tent umbrella,0.344050495,0.271647123,0.504212019
the thistle milk.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,1,-1,0.9,1.35,29,0,,0,-0.02,11,461,2.66,24,1868,1892,1.38,3.27,4.65,thistle milk,0.098435734,0.195122065,0.202383127
the thumb nail.,Nonsense,0,3,Makes Sense,1,2,Makes Sense,1,4,1,3.75,0.84,28,0.33,0.176,0.25,0.43,9,58540,4.77,409,216,625,2.61,2.33,4.95,thumb nail,0.230987043,0.250795786,0.670170477
the tiger kitten.,Makes Sense,1,1,Makes Sense,1,2,Nonsense,0,2,1,2.79,1.34,28,0,0.014,0.01,0.28,11,515,2.71,160,71,231,2.2,1.85,4.06,tiger kitten,0.432919784,0.129131926,0.756079562
the tiger meat.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3,1,2.86,1.33,28,0,0,0,0.12,9,1050,3.02,160,1280,1440,2.2,3.11,5.31,tiger meat,0.240142636,0.144551999,0.279500697
the tiger skin.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,3.48,1.16,27,0.01,0,0,0.05,9,6452,3.81,160,1617,1777,2.2,3.21,5.41,tiger skin,0.126409808,0.209717316,0.263603688
the tights ski.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1,-1,0.54,0.84,28,0,,0,0.18,9,0,0,63,110,173,1.8,2.04,3.84,tights ski,0.062889074,0.079357349,0.239924775
the tights stage.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1,-1,0.38,0.68,29,0,,0,0.07,11,0,0,63,2528,2591,1.8,3.4,5.2,tights stage,0.062614084,-0.008364938,0.078593986
the toad frog.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,2,1,1.36,1.28,28,0.34,0.828,0.58,0.87,8,552,2.74,56,74,130,1.75,1.87,3.62,toad frog,0.704981955,0.63312181,0.950300892
the toe nail.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3,1,3.81,0.56,27,0.23,0.156,0.19,0.22,7,28978,4.46,172,216,388,2.24,2.33,4.57,toe nail,0.228292271,0.359431769,0.613687208
the toilet bowl.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4,1,3.96,0.19,28,0,0.054,0.03,0.14,10,95466,4.98,415,525,940,2.62,2.72,5.34,toilet bowl,0.265477984,0.200749471,0.301487969
the toilet dog.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,0,-1,0.68,1.12,28,0,0,0,0.04,9,127,2.11,415,1285,1700,2.62,3.11,5.73,toilet dog,0.24577021,0.225266501,0.30481671
the toilet library.,Nonsense,0,1,Makes Sense,1,2,Nonsense,0,1,-1,0.54,0.96,28,0,0,0,0.08,13,0,0,415,942,1357,2.62,2.97,5.59,toilet library,0.173829859,0.172026386,0.353330388
the toilet lid.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4,1,3.79,0.69,28,0,0,0,0.17,9,7795,3.89,415,246,661,2.62,2.39,5.01,toilet lid,0.272484336,0.314730042,0.483580249
the toilet seat.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4,1,4,0,28,0.04,0.196,0.12,0.22,10,199683,5.3,415,1396,1811,2.62,3.14,5.76,toilet seat,0.260319498,0.288105521,0.51185222
the toilet ship.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,0,-1,0.52,0.91,29,0,0,0,0.05,10,0,0,415,793,1208,2.62,2.9,5.52,toilet ship,0.13919378,0.110584863,0.194320787
the tomato apple.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,1,0.75,1.21,28,0.01,0,0,0.31,11,44,1.65,123,315,438,2.09,2.5,4.59,tomato apple,0.560818179,0.382844378,0.769088535
the tomato juice.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,4,0,28,0.11,0.031,0.07,0.35,11,98864,5,123,365,488,2.09,2.56,4.65,tomato juice,0.407043864,0.593717478,0.767607487
the tomato plant.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,4,0,28,0.01,0.015,0.01,0.39,11,19837,4.3,123,1302,1425,2.09,3.11,5.2,tomato plant,0.265024802,0.260496911,0.277184239
the tomato salad.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.43,1.03,28,0.03,0.046,0.04,0.66,11,17609,4.25,123,281,404,2.09,2.45,4.54,tomato salad,0.565536853,0.598028764,0.81448924
the tomato soup.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,4,0,28,0.06,0.026,0.04,0.55,10,67770,4.83,123,362,485,2.09,2.56,4.65,tomato soup,0.449207753,0.564061713,0.743818148
the tongue butt.,Nonsense,0,1,Nonsense,0,0,Nonsense,0,0,1,0.04,0.19,28,0,0,0,0.09,10,140,2.15,602,121,723,2.78,2.08,4.86,tongue butt,0.350154196,0.256088441,0.607602486
