Stim,Humans Continuous,SD,Word2Vec,GloVe,Taxonomic
the prince blood.,1.14,1.35,0.065434967,0.180328168,0.241110129
the prison building.,3.69,0.85,0.131070228,0.254358291,0.536459124
the prison clothes.,3.62,0.82,0.127843392,0.18413334,0.198336033
the prison door.,3.79,0.77,0.079848041,0.196445983,0.286190666
the prison garden.,2.83,1.14,0.069762038,0.096714169,0.435666042
the prison house.,2.54,1.35,0.23375204,0.276850224,0.515548885
the prison island.,2.68,1.49,0.144765851,0.224715507,0.319508141
the prison nurse.,3.41,0.98,0.194730514,0.26363178,0.223057802
the prison radio.,2.86,1.16,0.07070964,0.16843828,0.23658431
the prison van.,3.1,1.26,0.15200076,0.142213892,0.338495713
the pup bull.,1.24,1.35,0.21659668,0.175133169,0.710731131
the puppy book.,3.07,1.33,0.116324011,0.086432327,0.208066027
the puppy dog.,3.89,0.42,0.810642837,0.593606166,0.787731429
the puppy infant.,1.03,1.27,0.470402508,0.253544141,0.749659438
the queen ant.,3.71,0.81,0.190423255,0.184269229,0.32663679
the queen bee.,4,0,0.251723104,0.226236009,0.42951446
the queen tennis.,0.69,0.89,0.18176271,0.200735271,0.197433305
the rabbit baby.,3.07,1.03,0.276117652,0.254538509,0.67516889
the rabbit house.,2.9,1.32,0.18163653,0.11548005,0.154529406
the radio army.,0.86,1.06,0.13338409,0.268146097,0.209695127
the radio car.,1.11,0.96,0.148800643,0.205334114,0.282983477
the radio fire.,0.89,1.34,0.12290036,0.250534081,0.278423665
the radio guy.,3.38,0.98,0.119327104,0.186825731,0.247818578
the radio ham.,0.21,0.62,0.20998732,0.16823513,0.193899189
the radio home.,1.11,1.17,0.076136133,0.247180356,0.259889501
the radio log.,1.28,1.41,0.063538218,0.048467484,0.292080211
the radio magazine.,1.45,1.53,0.211346146,0.314637776,0.501156178
the radio plant.,0.79,1.24,-0.007083523,0.09963284,0.203279662
the radio police.,1.25,1.11,0.181156877,0.276204454,0.306191769
the radio prison.,0.71,1.18,0.07070964,0.16843828,0.23658431
the radio rock.,0.86,1.3,0.219015259,0.313059401,0.354396368
the radio school.,1.17,1.23,0.05376348,0.173532097,0.261535922
the radio tower.,3.69,0.89,0.158893659,0.238958431,0.240924869
the radio vehicle.,1.41,1.32,0.130244568,0.173778407,0.277422829
the railroad bridge.,3.52,0.95,0.396455201,0.437586464,0.587716987
the railroad building.,2.79,1.37,0.238713168,0.314842921,0.335451086
the railroad car.,3.76,0.79,0.217477695,0.228554587,0.314770157
the railroad field.,1,1.25,0.06595209,0.123816021,0.290379365
the rain cloud.,4,0,0.209875485,0.351683428,0.637045754
the rain forest.,4,0,0.214630733,0.373553127,0.332356637
the rain jacket.,4,0,0.116049339,0.193749481,0.202847451
the rain pants.,3.28,0.96,0.09201256,0.156412083,0.193508815
the rain sheet.,1.04,1.29,0.040998051,0.133767369,0.27843185
the rain summer.,1.07,1.15,0.147382133,0.298879409,0.339038756
the rain water.,3.54,1.17,0.351891571,0.431682336,0.580046665
the rain winter.,0.54,0.74,0.319566026,0.402299331,0.515165553
the rainbow flag.,3.61,0.96,0.19900377,0.293891274,0.441462164
the rainbow mother.,0.18,0.48,0.075824883,0.07742463,0.212681277
the rainbow trout.,3.89,0.57,0.319512617,0.490862584,0.457232626
the rat face.,2.59,1.48,0.053652572,0.017897849,0.228888369
the rat gym.,0.61,0.83,0.068697673,0.271768581,0.239851518
the rat kangaroo.,0.5,1,0.388649222,0.427964327,0.804523794
the rat pet.,1.24,1.21,0.33443597,0.398884843,0.754612715
the rat river.,0.97,1.02,0.115874483,0.180075158,0.145641675
the refrigerator bulb.,3.43,0.88,0.383454272,0.314521148,0.612538933
the refrigerator door.,4,0,0.386928422,0.351807491,0.470024234
the refrigerator home.,0.82,0.9,0.267059687,0.188471039,0.232569753
the refrigerator hospital.,0.25,0.65,0.159486193,0.088257177,0.180820863
the restaurant kitchen.,3.56,0.8,0.501721527,0.549163357,0.608457992
the rib cage.,3.89,0.57,0.164336198,0.426837072,0.520847505
the rib chicken.,0.96,1.1,0.354833987,0.367209422,0.528812251
the river bed.,3.64,0.73,0.227369035,0.261250952,0.364920268
the river dolphin.,1.21,1.42,0.265291672,0.212163489,0.229110392
the river lake.,0.75,0.97,0.791958668,0.54063383,0.889883948
the river raft.,3.71,0.81,0.269107029,0.232934922,0.279496771
the river rat.,2.81,1.36,0.115874483,0.180075158,0.145641675
the river sand.,2.68,1.19,0.301666985,0.321326972,0.387603233
the river trout.,3.46,0.96,0.363507941,0.319858955,0.300499511
the river valley.,3.44,0.85,0.510566665,0.600111631,0.786722246
the river water.,3.7,0.87,0.576898399,0.498581151,0.555780424
the roach water.,0.64,1.1,0.182296773,0.028513651,0.191643657
the road beach.,0.63,0.97,0.318297155,0.316234159,0.585235945
the road bed.,1,1.36,0.118891079,0.16353614,0.342389969
the road brick.,1.14,1.04,0.175163238,0.27912143,0.193048282
the road forest.,0.9,1.05,0.215368318,0.316715295,0.356427117
the road gold.,0.41,0.73,0.06171313,0.154525475,0.137697774
the road home.,3.32,1.36,0.274911689,0.343081449,0.369080517
the road jail.,0.43,0.74,0.1068477,0.143117063,0.119251899
the road mountain.,0.86,1.11,0.300692789,0.397754196,0.441071349
the road shoe.,0.38,0.86,0.041559332,0.045088717,0.150920596
the road truck.,1.31,1,0.284672246,0.402116606,0.270736972
the road vehicle.,2.76,1.18,0.282919258,0.406974307,0.26449149
the rock candy.,3.75,0.65,0.161460457,0.176035911,0.369039619
the rock flour.,0.39,0.74,0.102060805,0.079866104,0.210521007
the rock pet.,1.41,1.59,0.080276493,0.157388801,0.317306801
the rock pigeon.,1.11,1.42,0.078681153,0.152462027,0.229643976
the rock salmon.,1.21,1.55,0.091238291,0.122725045,0.22098296
the rock sheet.,1.21,1.42,0.16158374,0.179944336,0.369896552
the rock star.,3.89,0.57,0.243459537,0.315625758,0.334376557
the rocket engine.,3.59,0.87,0.268422533,0.359026874,0.524763348
the rocket guy.,2.72,1.62,0.104695548,0.11854566,0.276003474
the rocket ship.,3.69,1.04,0.22240283,0.317515256,0.447439018
the rocket ski.,0.93,0.92,0.095129849,0.13442767,0.474837135
the rocket sky.,1.28,1.39,0.314690623,0.251718908,0.329191235
the rocket water.,1.07,1.09,0.117641251,0.16460329,0.300706767
the rope axe.,0.68,1.16,0.277251572,0.229131222,0.646012609
the rope bridge.,3.5,1.11,0.300721189,0.311615282,0.406770667
the rose garden.,3.96,0.19,0.111447629,0.221335817,0.410516253
the rose sun.,1.14,1.18,0.049802282,0.241192736,0.460349824
the sailor boy.,3.79,0.57,0.384425743,0.325813166,0.674618353
the sailor police.,1.32,1.22,0.161245325,0.069732884,0.389701099
the salad chicken.,1.07,0.94,0.504218364,0.556124629,0.83889582
the salad corn.,1.07,1.15,0.284407848,0.318836008,0.618677718
the salad cranberry.,1.04,1,0.378851521,0.407331165,0.588152548
the salad cucumber.,1.5,1.14,0.627819634,0.55537482,0.71556645
the salad dish.,3.93,0.38,0.583583047,0.531278046,0.826258056
the salad flower.,0.79,0.99,0.32007621,0.204982371,0.333391407
the salad island.,0.89,1.26,0.137010398,0.027733831,0.093739676
the salad macaroni.,1.41,1.15,0.486756278,0.480627743,0.883668517
the salad tomato.,1.38,1.12,0.565536853,0.598028764,0.81448924
the salmon beef.,0.62,1.08,0.349821087,0.364137133,0.727794235
the salmon dish.,3.82,0.77,0.180294407,0.291638201,0.583328918
the salmon rock.,0.85,0.99,0.091238291,0.122725045,0.22098296
the sand beach.,2.68,1.25,0.520518391,0.468190408,0.48724111
the sand island.,2.96,1.37,0.255514227,0.264430496,0.353267559
the school bag.,3.89,0.57,0.062604645,0.143911032,0.141527939
the school ballet.,3.71,0.66,0.17619601,0.285963113,0.280349689
the school bomb.,2.68,1.44,0.070962807,0.143984196,0.15781526
the school book.,3.86,0.59,0.085485133,0.253165901,0.257253315
the school building.,3.96,0.19,0.220314102,0.378489394,0.500510957
the school church.,2.54,1.29,0.400831479,0.407183068,0.64192676
the school clothes.,3.93,0.38,0.134129186,0.211071431,0.104723038
the school clown.,3.29,0.94,0.1333413,0.108607394,0.155306519
the school cop.,3.68,0.55,0.118192123,0.059234004,0.184500162
the school field.,3.43,1.07,0.178435757,0.284111486,0.414782769
the school gym.,4,0,0.432320072,0.400798339,0.497534594
the school holiday.,3.64,0.87,0.134056919,0.192132249,0.256611254
the school home.,1.39,1.29,0.256322112,0.367204841,0.532539862
the school house.,3.71,0.94,0.232768931,0.313733254,0.574393558
the school judge.,2.66,1.37,0.153512333,0.208285878,0.200203082
the school library.,4,0,0.37957415,0.415401212,0.741719548
the school newspaper.,4,0,0.143753995,0.21075868,0.312503252
the school nurse.,4,0,0.236344117,0.250827723,0.319825364
the school orchestra.,3.96,0.19,0.208716848,0.245449039,0.403642474
the school police.,3.57,0.69,0.201378783,0.269126661,0.354206272
the school radio.,3.75,0.52,0.05376348,0.173532097,0.261535922
the school sword.,0.86,1.01,-0.013693268,0.038838298,0.099657334
the scissors nail.,0.55,0.95,0.219657533,0.402345619,0.562298313
the screen alcohol.,0.36,0.91,0.066408486,0.079153028,0.174364508
the screen boot.,0.29,0.76,0.168805603,0.217560598,0.435695491
the screen cap.,0.86,1.35,0.118140424,0.132563304,0.459239944
the screen door.,3.79,0.83,0.193158447,0.37436405,0.520311534
the screen smoke.,1.25,1.17,0.2051447,0.243419407,0.386414376
the screen sun.,1.29,1.24,0.178535387,0.205476111,0.348306643
the screen window.,2.82,1.49,0.330418942,0.453258017,0.604186548
the sea bird.,3.25,1.32,0.152885443,0.324471471,0.319775538
the sea cucumber.,3.36,1.37,0.145152955,0.253436317,0.122420358
the sea lion.,3.96,0.19,0.069662693,0.282283562,0.283728018
the sea water.,3.93,0.26,0.445079932,0.497014724,0.670077847
the sea winter.,0.33,0.62,0.147166137,0.312463296,0.411417333
the seat bed.,1.04,1.29,0.215329559,0.233759531,0.613021079
the seat bike.,0.96,1.07,0.144281705,0.230064023,0.412957813
the seat bird.,0.21,0.5,0.077104969,0.083935431,0.257629436
the seat car.,1.21,1.34,0.286343285,0.376444078,0.444166857
the seat chair.,0.96,1.07,0.42034618,0.470904391,0.46593814
the seat child.,0.68,1.06,0.180002852,0.203822268,0.23278516
the seat infant.,0.55,0.74,0.229387581,0.222050837,0.18169618
the seat lid.,2.89,1.52,0.167112522,0.134990253,0.423327439
the seat toilet.,1.03,0.87,0.260319498,0.288105521,0.51185222
the shark skin.,3.39,1.29,0.14793009,0.282888128,0.296627797
the sheep dog.,3.43,1.17,0.39550023,0.436516157,0.751963211
the sheep field.,2.5,1.45,0.077948011,0.14511457,0.23645306
the sheet bed.,1.07,1.17,0.279251541,0.284128432,0.535840462
the sheet circle.,0.31,0.66,0.115364998,0.186382283,0.399321325
the sheet crib.,0.24,0.58,0.250584608,0.331579046,0.405224732
the sheet face.,0.48,0.95,0.108806753,0.223554393,0.336542966
the sheet house.,1,1.44,0.11547465,0.083014243,0.221177228
the sheet rock.,3.31,1.42,0.16158374,0.179944336,0.369896552
the shelf book.,1.1,1.05,0.129505717,0.208338712,0.225440253
the shelf ice.,0.93,1.16,0.293281808,0.387250259,0.636384712
the shelf library.,1.39,1.34,0.185362958,0.227808589,0.251894283
the shelf oven.,1.46,1.17,0.294772719,0.251227957,0.490388972
the shepherd boy.,3.68,0.82,0.276958552,0.288201169,0.524690829
the shepherd home.,1.39,1.45,0.028362551,0.111980289,0.191873461
the ship coffin.,0.48,1.15,0.116124931,0.209973628,0.289375164
the ship cow.,0.29,0.66,0.112011853,0.082298691,0.237319439
the ship dress.,0.61,0.96,0.055039882,0.125089477,0.254298037
the ship engine.,3.46,1.07,0.217412314,0.289192428,0.371614393
the ship home.,1.29,1.15,0.119310659,0.225716199,0.298048205
the ship mother.,1.28,1.22,0.09156512,0.236479763,0.207214373
the ship rocket.,1.43,1.29,0.22240283,0.317515256,0.447439018
the ship star.,1.04,1.14,0.044956205,0.224220229,0.217379328
the shirt dress.,2.54,1.53,0.460704928,0.581030455,0.637349754
the shirt golf.,0.86,1.01,0.187923984,0.233999594,0.212577553
the shoe circle.,0.72,0.88,0.079542975,0.140122718,0.343009678
the shoe phone.,0.24,0.64,0.195097706,0.179744843,0.348275452
the shoe road.,0.36,0.68,0.041559332,0.045088717,0.150920596
the shoe tennis.,1.48,1.18,0.236606828,0.20643289,0.27289499
the shrimp cocktail.,3.93,0.26,0.215565939,0.370551236,0.41020672
the shrimp salad.,3.89,0.31,0.462672657,0.486446552,0.792268373
the sister newspaper.,1.48,1.53,0.15990455,0.226839702,0.189559013
the ski cabin.,3.86,0.45,0.2653546,0.238433552,0.341673525
the ski cap.,3.46,1.07,0.119062016,0.189167305,0.463697312
the ski jacket.,4,0,0.157667739,0.224472501,0.288081611
the ski mask.,3.93,0.38,0.041660772,0.257768817,0.383244561
the ski rocket.,1.18,1.25,0.095129849,0.13442767,0.474837135
the ski tights.,2.74,1.46,0.062889074,0.079357349,0.239924775
the ski water.,1.36,1.28,0.130577293,0.200978854,0.33040483
the ski winter.,0.96,1,0.343560364,0.437138036,0.315584116
the skin alligator.,1.28,1.22,0.150999408,0.284452252,0.227701588
the skin banana.,0.86,1.01,0.09244981,0.263165317,0.331882518
the skin cat.,0.86,1.11,0.198652894,0.287246329,0.380245599
the skin lemon.,0.61,0.83,0.237876871,0.257590578,0.272428809
the skin leopard.,1.28,1.19,0.237761487,0.326650981,0.227728634
the skin pig.,0.68,0.94,0.218010585,0.291361403,0.394164645
the skin shark.,0.93,0.9,0.14793009,0.282888128,0.296627797
the skin tiger.,0.59,0.87,0.126409808,0.209717316,0.263603688
the skin zebra.,0.89,0.99,0.19441115,0.228383716,0.23242386
the sky rocket.,2.71,1.33,0.314690623,0.251718908,0.329191235
the sky summer.,1,1.15,0.156152532,0.272067695,0.313976975
the sled dog.,3.55,0.95,0.324897069,0.489169956,0.352323536
the sleigh bell.,3.86,0.76,0.279969858,0.192636485,0.38985283
the smoke cigar.,1.48,1.18,0.379714383,0.389939107,0.375910992
the smoke cigarette.,1.32,1.31,0.433614997,0.492469574,0.43796426
the smoke cloud.,3.52,1.15,0.326004968,0.474287834,0.582329188
the smoke pipe.,2.62,1.5,0.277863892,0.319092964,0.497765433
the smoke screen.,3.21,1.32,0.2051447,0.243419407,0.386414376
the snake juice.,1.17,1.36,0.127059284,0.127285662,0.206702494
the snake pet.,1.5,1.26,0.391688689,0.29419449,0.565555698
the snake tongue.,3.52,0.91,0.336844912,0.36175462,0.402832277
the snow bird.,2.59,1.43,0.136644641,0.188853228,0.432672169
the snow cave.,3.45,0.95,0.237690359,0.329091402,0.531330426
the snow nose.,0.69,1.14,0.131346511,0.177342174,0.423562064
the snow tree.,1.43,1.29,0.298403251,0.292921357,0.521621475
the snow truck.,3.62,0.62,0.196037132,0.208182227,0.379937101
the snow water.,1.45,1.38,0.294902211,0.338444491,0.629899861
the snow winter.,1.25,1.21,0.489938866,0.530937928,0.527466382
the soap bottle.,3.79,0.49,0.295505295,0.244228238,0.6107178
the soap bubble.,3.74,0.81,0.085667384,0.212181174,0.452983186
the soap dish.,3.39,1.29,0.22514553,0.359245843,0.409101368
the soap dove.,0.96,1.26,0.0168663,0.313957277,0.308696164
the soap flea.,0.07,0.38,0.224805183,0.081732462,0.350387042
the soap star.,2.71,1.67,0.206390556,0.278730791,0.185808385
the soap television.,1.25,1.35,0.309223843,0.453401132,0.483910928
the soup bag.,1.38,1.29,0.266065976,0.266102018,0.377986114
the soup blood.,0.22,0.8,0.164991159,0.143025849,0.348776312
the soup bowl.,4,0,0.38451502,0.305365883,0.423307069
the soup chicken.,1.25,1.27,0.550781527,0.603498094,0.82348036
the soup chocolate.,0.61,0.83,0.475343048,0.400036756,0.767068728
the soup duck.,0.69,0.89,0.333151707,0.346942401,0.435822251
the soup frog.,0.75,1.17,0.257653178,0.160654955,0.298803884
the soup kitchen.,3.72,0.88,0.393589818,0.434482631,0.278978483
the soup pea.,1.07,1,0.33342016,0.371535716,0.699243962
the soup pot.,3.62,0.94,0.362297874,0.492158515,0.607295747
the soup tomato.,1.03,0.98,0.449207753,0.564061713,0.743818148
the spa tub.,3.46,0.84,0.329800567,0.324564602,0.39536964
the spider wolf.,1.39,1.29,0.304216558,0.258880793,0.727647709
the square cake.,3.48,0.78,0.188804126,0.182991609,0.289726515
the square field.,3,1.16,0.217928333,0.199754524,0.55141265
the square house.,3.59,0.68,0.159581644,0.259870032,0.554019935
the square leg.,1.41,1.7,0.129281606,0.200119333,0.308072728
the squirrel baby.,2.86,1.09,0.271215919,0.218578303,0.468673711
the stage ape.,1.41,1.43,0.185429026,0.08169651,0.223676916
the stage boot.,0.79,1.29,0.026238624,0.089510447,0.279404325
the stage breast.,0.43,0.88,0.128889026,0.223886031,0.19943115
the stage clothes.,3.57,0.92,0.069200328,0.122833417,0.163282615
the stage door.,3.82,0.55,0.178320096,0.282244033,0.346883186
the stage flood.,1.18,1.36,0.095453388,0.115659552,0.328313424
the stage infant.,0.55,0.99,0.057733205,0.094254834,0.179063404
the stage kitten.,1.24,1.21,0.028599309,-0.068664526,0.134169404
the stage tights.,2.82,1.42,0.062614084,-0.008364938,0.078593986
the star chocolate.,1.07,1.3,0.031528552,0.113091966,0.128387637
the star dwarf.,1.17,1.49,0.257236789,0.354995068,0.314141668
the star earth.,0.1,0.31,0.118906435,0.266404689,0.234022165
the star field.,1.31,1.51,0.092264236,0.285181286,0.29102078
the star gold.,1.07,1.03,0.145640366,0.30189647,0.253274026
the star hotel.,2.59,1.24,0.236526955,0.279090933,0.166935051
the star house.,1.18,1.47,0.063717425,0.154016144,0.249517201
the star infant.,1.34,1.34,0.01185573,0.055344041,0.150461318
the star police.,1.14,1.46,0.038595866,0.19094467,0.193249099
the star rock.,1.07,1.09,0.243459537,0.315625758,0.334376557
the star screen.,1.07,1.18,0.235408758,0.397036227,0.302410198
the star ski.,0.41,0.82,0.054360594,0.176630249,0.223064725
the star television.,1.14,1.38,0.224765135,0.359695244,0.205457924
the star tennis.,1,1.2,0.150417149,0.279164369,0.158340697
the star vehicle.,1.48,1.38,0.002114472,0.145705194,0.159272414
the steak house.,3.76,0.83,0.160938667,0.164611426,0.088241932
the steak knife.,3.76,0.91,0.295343259,0.351261992,0.332794449
the steak salmon.,1.17,1.23,0.283230957,0.349104592,0.795095357
the stove home.,1.07,1.21,0.230991317,0.129221869,0.234356897
the strawberry plant.,3.5,0.96,0.257981915,0.186580048,0.274161452
the stream blood.,0.7,0.95,0.159409724,0.294398886,0.434888003
the stream mountain.,1.18,1.28,0.181382133,0.324112001,0.464798336
the stream sunshine.,0.86,1.21,0.155352472,0.246655238,0.390091403
the street bike.,3,1.39,0.331170693,0.202837656,0.283038139
the street car.,3.86,0.45,0.331412386,0.300168202,0.299836228
the street clothes.,3.89,0.31,0.294589827,0.189281364,0.180641039
the street cop.,3.82,0.39,0.262097608,0.180771475,0.16359581
the street phone.,3.11,1.23,0.148932339,0.180268203,0.260264033
the sugar blood.,0.96,1.2,0.202796811,0.241867841,0.503155556
the sugar bowl.,3.86,0.44,0.194170792,0.38639328,0.283056096
the sugar corn.,1.43,1.57,0.483945864,0.564550427,0.779633811
the sugar pill.,3.55,1.02,0.337702512,0.28831884,0.451644998
the sugar plant.,3.21,1.29,0.167044203,0.215553842,0.284243103
the sugar plum.,3.38,1.18,0.228636162,0.318716386,0.683320921
the sugar water.,3.59,0.91,0.265410471,0.336714171,0.493693984
the summer beach.,3.1,1.26,0.221693392,0.342935928,0.23493196
the summer building.,2.62,1.5,0.089503284,0.208359226,0.156688837
the summer clothes.,3.86,0.44,0.143894994,0.254038514,0.159292186
the summer dress.,4,0,0.094827108,0.213653102,0.126392332
the summer holiday.,3.82,0.61,0.401642591,0.494421353,0.473477331
the summer home.,3.9,0.31,0.164345836,0.401875167,0.20810414
the summer house.,3.86,0.74,0.139756853,0.368727274,0.178386813
the summer hurricane.,3.21,1.05,0.153407998,0.213862989,0.275348618
the summer rain.,3.72,1.03,0.147382133,0.298879409,0.339038756
the summer rose.,3.28,1.22,0.065126293,0.168518892,0.193389866
the summer sky.,3.93,0.26,0.156152532,0.272067695,0.313976975
the summer sun.,3.83,0.54,0.253006059,0.300897023,0.298607913
the sun autumn.,0.96,1.17,0.216794657,0.349217015,0.367451163
the sun dress.,3.71,0.94,0.113548696,0.150079604,0.253106024
the sun pool.,1.25,1.24,0.193715897,0.192179091,0.419497066
the sun screen.,3.93,0.37,0.178535387,0.205476111,0.348306643
the sun summer.,1.29,1.33,0.253006059,0.300897023,0.298607913
the sun winter.,0.54,0.79,0.333183624,0.288804633,0.407022677
the sunlight winter.,0.86,1.08,0.258628369,0.269287955,0.401805872
the sunset beach.,2.68,1.31,0.381495277,0.407017635,0.438946214
the sunset mountain.,1.5,1.29,0.245953577,0.246026039,0.352089821
the surf ocean.,1,0.94,0.392803426,0.387302621,0.395833676
the surgeon jaw.,0.9,1.18,0.273998022,0.219721357,0.159999032
the swimming pool.,4,0,0.474544906,0.600836623,0.48838968
the swimming rat.,3.07,1.25,0.139009997,0.107834072,0.255048471
the swimming whale.,3.46,1.2,0.265126006,0.254765802,0.364819167
the sword arm.,1.36,1.57,0.264001999,0.297774675,0.5398115
the sword cane.,0.79,1.26,0.343529572,0.172529115,0.606389094
the tape duck.,0.83,1.04,0.079803169,0.194285786,0.363111061
the tape library.,1.39,1.37,0.156097848,0.158108044,0.25262194
the tape police.,0.68,0.9,0.195422128,0.268970796,0.287813231
the taxi cab.,3.93,0.38,0.751055834,0.649117535,0.749347714
the taxi river.,0.62,1.05,0.171468087,0.080379146,0.161648359
the tea bag.,4,0,0.129420429,0.261669494,0.416324688
the tea coffee.,1.07,1.13,0.563529216,0.669211127,0.965142913
the tea pot.,4,0,0.29273295,0.324160901,0.548002395
the teeth baby.,1.21,1.21,0.202177707,0.313774221,0.375739075
the teeth gold.,0.93,0.96,0.116372662,0.148924705,0.257984363
the teeth jaw.,0.48,0.78,0.511393188,0.599237656,0.334819639
the teeth milk.,0.52,0.83,0.092320802,0.218993161,0.220423378
the teeth wolf.,0.89,1.19,0.133290616,0.184661259,0.42395286
the teeth zipper.,0.97,1.27,0.230624023,0.226168462,0.463074521
the telephone book.,4,0,0.105379511,0.158251132,0.320942851
the telephone guy.,3.55,1.02,0.037676683,0.180838969,0.180269294
the telephone home.,1.04,1.14,0.204173048,0.325348734,0.248225571
the telephone house.,1.24,1.18,0.171294907,0.261469439,0.351692559
the telephone log.,2.72,1.46,0.16501246,0.209213757,0.454782165
the telephone police.,1.18,1.36,0.208863623,0.305422381,0.361209977
the television bedroom.,1.11,1.34,0.151502728,0.146318106,0.182982456
the television breakfast.,1.11,1.4,0.199739376,0.295012518,0.255840147
the television chef.,3.28,1.33,0.092905933,0.19920021,0.244752356
the television dollar.,0.41,0.63,0.127481403,0.150651121,0.107800492
the television holiday.,0.96,1.14,0.100803782,0.174591165,0.32789003
the television home.,1.14,1.15,0.145571601,0.3266252,0.202504613
the television picture.,3.69,0.71,0.181679446,0.385077495,0.2521305
the television star.,3.59,1.15,0.224765135,0.359695244,0.205457924
the tennis ball.,4,0,0.271169901,0.276669032,0.31460228
the tennis bracelet.,3.5,0.92,0.12881528,0.165666587,0.161403673
the tennis diamond.,0.54,1,0.194783914,0.230449276,0.309699827
the tennis dress.,3.39,1.03,0.106946848,0.159283299,0.141092766
the tennis queen.,2.82,1.19,0.18176271,0.200735271,0.197433305
the tennis shoe.,3.93,0.38,0.236606828,0.20643289,0.27289499
the tennis star.,4,0,0.150417149,0.279164369,0.158340697
the tent orange.,0.61,0.96,0.128859039,0.166179017,0.221036708
the tent pup.,0.43,0.79,0.119110782,0.335671886,0.349741696
the tent umbrella.,1.46,1.4,0.344050495,0.271647123,0.504212019
the thistle milk.,0.9,1.35,0.098435734,0.195122065,0.202383127
the thumb nail.,3.75,0.84,0.230987043,0.250795786,0.670170477
the tiger kitten.,2.79,1.34,0.432919784,0.129131926,0.756079562
the tiger meat.,2.86,1.33,0.240142636,0.144551999,0.279500697
the tiger skin.,3.48,1.16,0.126409808,0.209717316,0.263603688
the tights ski.,0.54,0.84,0.062889074,0.079357349,0.239924775
the tights stage.,0.38,0.68,0.062614084,-0.008364938,0.078593986
the toad frog.,1.36,1.28,0.704981955,0.63312181,0.950300892
the toe nail.,3.81,0.56,0.228292271,0.359431769,0.613687208
the toilet bowl.,3.96,0.19,0.265477984,0.200749471,0.301487969
the toilet dog.,0.68,1.12,0.24577021,0.225266501,0.30481671
the toilet library.,0.54,0.96,0.173829859,0.172026386,0.353330388
the toilet lid.,3.79,0.69,0.272484336,0.314730042,0.483580249
the toilet seat.,4,0,0.260319498,0.288105521,0.51185222
the toilet ship.,0.52,0.91,0.13919378,0.110584863,0.194320787
the tomato apple.,0.75,1.21,0.560818179,0.382844378,0.769088535
the tomato juice.,4,0,0.407043864,0.593717478,0.767607487
the tomato plant.,4,0,0.265024802,0.260496911,0.277184239
the tomato salad.,3.43,1.03,0.565536853,0.598028764,0.81448924
the tomato soup.,4,0,0.449207753,0.564061713,0.743818148
the tongue butt.,0.04,0.19,0.350154196,0.256088441,0.607602486
the tongue lizard.,1.14,1.19,0.288462028,0.269863547,0.349558279
the tongue mother.,0.17,0.47,0.190102039,0.237855581,0.28367917
the tongue snake.,0.57,0.84,0.336844912,0.36175462,0.402832277
the tooth gold.,1.07,1.1,0.206863949,0.153861976,0.36614844
the tower sky.,0.86,1.22,0.274544115,0.30150793,0.410280926
the tower water.,1.29,1.27,0.215363147,0.213442717,0.337056601
the trash bag.,4,0,0.319927622,0.502149432,0.533225487
the trash boy.,2.71,1.24,0.134690307,0.223564712,0.272351142
the trash truck.,3.21,1.26,0.275658327,0.369384153,0.418409695
the tree apple.,1.31,0.89,0.414281753,0.296468911,0.434126589
the tree ball.,0.48,0.87,0.146056062,0.230199954,0.459874635
the tree banana.,1.46,1.23,0.286887688,0.349649436,0.419078809
the tree chestnut.,1.31,1.2,0.319396579,0.362764545,0.522334105
the tree cliff.,0.82,1.22,0.31409493,0.315049544,0.540701937
the tree frog.,3.83,0.76,0.385063391,0.425894633,0.429103503
the tree house.,3.93,0.37,0.287777024,0.193649092,0.344944432
the tree orange.,0.75,0.84,0.205623166,0.275928514,0.288501872
the tree pine.,1.29,1.24,0.428242275,0.52849498,0.498022243
the tree snow.,1.21,1.26,0.298403251,0.292921357,0.521621475
the tree tea.,1.04,1.34,0.228678665,0.336003389,0.34786113
the trout bull.,0.38,0.68,0.195300412,0.289650637,0.492885873
the trout rainbow.,0.74,1.02,0.319512617,0.490862584,0.457232626
the trout river.,2.72,1.31,0.363507941,0.319858955,0.300499511
the truck army.,1,1,0.137294411,0.254871134,0.223332556
the truck bag.,0.93,1.27,0.270520587,0.340239158,0.512634113
the truck body.,3.11,1.31,0.203133144,0.280047512,0.378801309
the truck bomb.,2.86,1.41,0.201538297,0.470468709,0.443109944
the truck cattle.,0.85,1.2,0.255923271,0.225940279,0.370570726
the truck milk.,1.31,1.17,0.200530803,0.235058382,0.266686654
the truck pig.,0.21,0.57,0.189152027,0.15166031,0.311379519
the truck police.,0.89,0.96,0.291420791,0.348571639,0.299466539
the truck refrigerator.,1.14,1.43,0.31279495,0.309916562,0.516640913
the truck snow.,0.82,1.25,0.196037132,0.208182227,0.379937101
the truck trash.,1.14,1.11,0.275658327,0.369384153,0.418409695
the truck water.,0.86,1.11,0.212049883,0.233037229,0.343684763
the trumpet baby.,0.72,1,0.140024191,0.132023212,0.203383013
the tub spa.,1.31,1.11,0.329800567,0.324564602,0.39536964
the tulip bulb.,3.86,0.44,0.483721424,0.356048556,0.664854748
the typewriter key.,3.46,1.35,-0.033613669,-0.016663713,0.316246118
the umbrella beach.,1.21,1.17,0.09990406,0.073844481,0.136371587
